booking_no,created_at,journey_date,account_no,provider_code,travel_product,channel,destination,currency_code,total_booking_amount,service_revenue,supplier_cost,booking_state
ID-BK-0045739,2026-06-29,2026-07-04,ID-CUST-0102,ID-SUP-058,GROUND,MANUAL,ID,IDR,5015755.57,728600.94,534547.24,Confirmed
ID-BK-0045740,2025-10-20,2025-12-13,ID-CUST-0227,ID-SUP-008,AIR,ONLINE,AU,IDR,3725476.41,386130.25,229125.87,Confirmed
ID-BK-0045741,2024-09-10,2024-10-01,ID-CUST-0029,ID-SUP-050,AIR,ONLINE,US,IDR,33398750.69,2304276.96,1599726.34,Confirmed
ID-BK-0045742,2025-02-21,2025-03-09,ID-CUST-0032,ID-SUP-061,AIR,ONLINE,MY,IDR,33994499.46,3763458.47,3154494.99,Confirmed
ID-BK-0045743,2025-07-01,2025-07-14,ID-CUST-0017,ID-SUP-013,AIR,ONLINE,CN,IDR,4827735.07,348101.76,234839.57,Confirmed
ID-BK-0045744,2025-07-22,2025-08-09,ID-CUST-0157,ID-SUP-062,GROUND,ONLINE,VN,IDR,14618130.09,1742132.75,1157492.53,Confirmed
ID-BK-0045745,2025-12-29,2026-01-05,ID-CUST-0181,ID-SUP-041,HOTEL,MANUAL,TH,IDR,34146261.79,2273347.5,1536598.06,Confirmed
ID-BK-0045746,2026-01-08,2026-01-24,ID-CUST-0092,ID-SUP-004,GROUND,ONLINE,TH,IDR,3882042.38,491011.39,350336.44,Confirmed
ID-BK-0045747,2025-05-02,2025-06-19,ID-CUST-0175,ID-SUP-054,AIR,ONLINE,VN,IDR,36343696.4,5481352.58,3946542.26,Confirmed
ID-BK-0045748,2025-08-01,2025-08-14,ID-CUST-0137,ID-SUP-014,GROUND,MANUAL,MY,IDR,19774521.41,2498979.94,1648170.06,Confirmed
ID-BK-0045749,2026-02-08,2026-02-24,ID-CUST-0222,ID-SUP-038,OTHER,ONLINE,CN,IDR,63758871.13,-7877308.3,-5120812.72,Refunded
ID-BK-0045750,2025-07-13,2025-08-28,ID-CUST-0184,ID-SUP-064,GROUND,ONLINE,MY,IDR,27440040.8,2936383.85,2264560.82,Confirmed
ID-BK-0045751,2025-10-10,2025-12-14,ID-CUST-0121,ID-SUP-040,OTHER,ONLINE,US,IDR,11006826.75,776914.62,532577.19,Confirmed
ID-BK-0045752,2026-02-09,2026-02-24,ID-CUST-0192,ID-SUP-031,AIR,ONLINE,TH,IDR,54442379.9,4716058.47,3405529.02,Confirmed
ID-BK-0045753,2025-05-31,2025-07-05,ID-CUST-0218,ID-SUP-006,AIR,ONLINE,US,IDR,2682003.47,211937.65,131440.9,Confirmed
ID-BK-0045754,2025-06-08,2025-06-18,ID-CUST-0004,ID-SUP-036,AIR,MANUAL,JP,IDR,3202552.08,0.0,0.0,Cancelled
ID-BK-0045755,2024-10-07,2024-10-23,ID-CUST-0201,ID-SUP-018,GROUND,ONLINE,SG,IDR,12257499.75,1455078.14,1236622.93,Confirmed
ID-BK-0045756,2025-01-25,2025-02-24,ID-CUST-0125,ID-SUP-058,AIR,ONLINE,US,IDR,6138961.72,659156.85,379239.15,Confirmed
ID-BK-0045757,2025-09-05,2025-09-16,ID-CUST-0142,ID-SUP-027,AIR,ONLINE,VN,IDR,16049437.38,1749829.65,1109634.25,Confirmed
ID-BK-0045758,2026-08-21,2026-09-01,ID-CUST-0141,ID-SUP-029,AIR,MANUAL,CN,IDR,1528731.8,156988.04,128980.35,Confirmed
ID-BK-0045759,2024-10-11,2024-10-21,ID-CUST-0150,ID-SUP-055,GROUND,ONLINE,CN,IDR,3535726.22,327985.42,237614.38,Confirmed
ID-BK-0045760,2026-04-01,2026-05-15,ID-CUST-0169,ID-SUP-014,AIR,MANUAL,MY,IDR,3930467.33,276769.35,161775.46,Confirmed
ID-BK-0045761,2026-02-08,2026-02-21,ID-CUST-0182,ID-SUP-051,AIR,ONLINE,MY,IDR,14183023.59,2266192.41,1673099.49,Confirmed
ID-BK-0045762,2025-07-09,2025-07-29,ID-CUST-0247,ID-SUP-002,AIR,MANUAL,JP,IDR,6179433.97,595006.62,405471.39,Confirmed
ID-BK-0045763,2026-08-23,2026-08-30,ID-CUST-0099,ID-SUP-048,GROUND,ONLINE,VN,IDR,58807454.86,8051428.16,5728550.75,Confirmed
ID-BK-0045764,2025-07-10,2025-08-03,ID-CUST-0001,ID-SUP-063,AIR,MANUAL,AU,IDR,14676129.76,1226206.74,887756.72,Confirmed
ID-BK-0045765,2025-03-14,2025-03-22,ID-CUST-0120,ID-SUP-006,HOTEL,MANUAL,TH,IDR,3953356.49,471990.16,322524.21,Confirmed
ID-BK-0045766,2025-12-09,2026-01-01,ID-CUST-0228,ID-SUP-044,AIR,ONLINE,TH,IDR,11875990.76,-1684584.85,-1477211.77,Refunded
ID-BK-0045767,2026-08-08,2026-08-23,ID-CUST-0141,ID-SUP-028,HOTEL,MANUAL,AU,IDR,10306238.27,1200321.26,706986.31,Confirmed
ID-BK-0045768,2025-04-12,2025-05-22,ID-CUST-0053,ID-SUP-002,GROUND,MANUAL,VN,IDR,11110943.96,1233565.08,923099.23,Confirmed
ID-BK-0045769,2025-12-27,2026-01-22,ID-CUST-0044,ID-SUP-011,AIR,ONLINE,SG,IDR,38537624.37,4799791.22,3743910.28,Confirmed
ID-BK-0045770,2025-10-10,2025-10-14,ID-CUST-0123,ID-SUP-039,AIR,ONLINE,TH,IDR,2357666.84,162791.17,142260.85,Confirmed
ID-BK-0045771,2025-02-23,2025-04-07,ID-CUST-0154,ID-SUP-024,AIR,MANUAL,JP,IDR,6068955.61,563183.82,338292.34,Confirmed
ID-BK-0045772,2025-01-30,2025-02-07,ID-CUST-0109,ID-SUP-053,GROUND,ONLINE,ID,IDR,26929110.92,4121861.4,2776310.51,Confirmed
ID-BK-0045773,2024-12-16,2025-01-10,ID-CUST-0047,ID-SUP-034,AIR,ONLINE,JP,IDR,3862262.22,453291.21,306467.17,Confirmed
ID-BK-0045774,2025-07-09,2025-08-18,ID-CUST-0085,ID-SUP-022,HOTEL,ONLINE,GB,IDR,5284730.47,773215.2,536968.96,Confirmed
ID-BK-0045775,2025-11-07,2025-11-16,ID-CUST-0076,ID-SUP-058,OTHER,MANUAL,US,IDR,24270346.83,2032433.81,1458525.4,Confirmed
ID-BK-0045776,2026-05-23,2026-06-01,ID-CUST-0068,ID-SUP-029,AIR,MANUAL,VN,IDR,15338140.12,1117354.87,972519.55,Confirmed
ID-BK-0045777,2024-09-16,2024-09-27,ID-CUST-0255,ID-SUP-024,AIR,ONLINE,SG,IDR,9421360.36,864739.7,737413.13,Confirmed
ID-BK-0045778,2026-08-29,2026-09-18,ID-CUST-0259,ID-SUP-068,AIR,ONLINE,AU,IDR,4336261.89,345327.62,220409.58,Confirmed
ID-BK-0045779,2024-09-18,2024-11-01,ID-CUST-0067,ID-SUP-004,HOTEL,MANUAL,ID,IDR,16409890.27,1129601.07,832897.4,Confirmed
ID-BK-0045780,2024-10-28,2024-12-14,ID-CUST-0198,ID-SUP-040,HOTEL,ONLINE,VN,IDR,8432006.27,592664.7,442169.65,Confirmed
ID-BK-0045781,2024-10-25,2024-11-05,ID-CUST-0132,ID-SUP-045,OTHER,ONLINE,ID,IDR,3761456.52,543613.87,428317.21,Confirmed
ID-BK-0045782,2025-01-17,2025-01-21,ID-CUST-0247,ID-SUP-008,HOTEL,ONLINE,VN,IDR,41799182.17,5285283.24,3896558.7,Confirmed
ID-BK-0045783,2025-05-21,2025-05-26,ID-CUST-0149,ID-SUP-054,AIR,MANUAL,VN,IDR,4773874.45,557590.9,453461.43,Confirmed
ID-BK-0045784,2026-08-13,2026-09-03,ID-CUST-0037,ID-SUP-061,AIR,MANUAL,ID,IDR,39727322.08,6110326.57,3669095.62,Confirmed
ID-BK-0045785,2024-11-23,2024-12-10,ID-CUST-0201,ID-SUP-056,HOTEL,ONLINE,JP,IDR,19990035.92,0.0,0.0,Cancelled
ID-BK-0045786,2025-03-27,2025-04-01,ID-CUST-0164,ID-SUP-027,GROUND,ONLINE,ID,IDR,13034936.18,1824922.89,1438300.48,Confirmed
ID-BK-0045787,2026-05-21,2026-05-29,ID-CUST-0025,ID-SUP-023,AIR,MANUAL,AU,IDR,6679931.37,921409.87,614212.03,Confirmed
ID-BK-0045788,2025-06-08,2025-06-27,ID-CUST-0139,ID-SUP-039,GROUND,MANUAL,TH,IDR,16733434.14,2041058.33,1162883.2,Confirmed
ID-BK-0045789,2025-12-26,2026-01-30,ID-CUST-0247,ID-SUP-013,OTHER,ONLINE,CN,IDR,3710507.18,426889.72,295743.68,Confirmed
ID-BK-0045790,2025-11-02,2025-12-01,ID-CUST-0250,ID-SUP-032,AIR,MANUAL,VN,IDR,4303206.52,408568.55,349653.68,Confirmed
ID-BK-0045791,2024-12-02,2025-01-08,ID-CUST-0015,ID-SUP-004,HOTEL,ONLINE,JP,IDR,7378777.22,1045214.0,841465.86,Confirmed
ID-BK-0045792,2025-01-09,2025-01-24,ID-CUST-0185,ID-SUP-070,AIR,MANUAL,CN,IDR,7193548.18,1097503.75,694759.0,Confirmed
ID-BK-0045793,2026-01-25,2026-02-06,ID-CUST-0181,ID-SUP-037,HOTEL,MANUAL,MY,IDR,7377593.2,1103185.23,747753.63,Confirmed
ID-BK-0045794,2024-10-19,2024-10-28,ID-CUST-0022,ID-SUP-068,AIR,MANUAL,TH,IDR,3358132.82,525960.12,359012.61,Confirmed
ID-BK-0045795,2026-07-19,2026-07-27,ID-CUST-0072,ID-SUP-006,AIR,ONLINE,US,IDR,36673476.2,3896936.37,3202262.2,Confirmed
ID-BK-0045796,2024-12-15,2024-12-21,ID-CUST-0063,ID-SUP-003,AIR,ONLINE,VN,IDR,18954302.95,1206105.85,726026.58,Confirmed
ID-BK-0045797,2026-06-10,2026-06-26,ID-CUST-0213,ID-SUP-059,AIR,MANUAL,TH,IDR,20188635.87,3083748.17,1867260.09,Confirmed
ID-BK-0045798,2026-02-21,2026-03-06,ID-CUST-0218,ID-SUP-060,GROUND,ONLINE,MY,IDR,18538415.65,2239597.14,1846324.27,Confirmed
ID-BK-0045799,2025-11-30,2025-12-13,ID-CUST-0234,ID-SUP-016,AIR,ONLINE,VN,IDR,15068804.44,1536795.41,1322731.97,Confirmed
ID-BK-0045800,2025-06-13,2025-07-14,ID-CUST-0196,ID-SUP-014,AIR,MANUAL,GB,IDR,11364672.19,993373.03,572967.16,Confirmed
ID-BK-0045801,2026-05-26,2026-06-07,ID-CUST-0139,ID-SUP-014,AIR,MANUAL,CN,IDR,18929956.27,1172676.34,907659.57,Confirmed
ID-BK-0045802,2024-09-04,2024-10-03,ID-CUST-0100,ID-SUP-030,AIR,MANUAL,ID,IDR,3913059.83,306531.54,238041.34,Confirmed
ID-BK-0045803,2025-11-30,2025-12-26,ID-CUST-0218,ID-SUP-013,AIR,MANUAL,US,IDR,23123975.25,0.0,0.0,Cancelled
ID-BK-0045804,2024-11-04,2024-11-24,ID-CUST-0109,ID-SUP-039,AIR,ONLINE,AU,IDR,30042960.92,0.0,0.0,Cancelled
ID-BK-0045805,2025-01-23,2025-02-26,ID-CUST-0254,ID-SUP-011,AIR,MANUAL,JP,IDR,7650950.79,598275.64,477768.46,Confirmed
ID-BK-0045806,2026-03-02,2026-03-16,ID-CUST-0035,ID-SUP-045,AIR,ONLINE,VN,IDR,9113977.27,1346593.21,807805.31,Confirmed
ID-BK-0045807,2025-04-29,2025-05-17,ID-CUST-0238,ID-SUP-002,GROUND,ONLINE,TH,IDR,4509705.26,504132.43,335106.9,Confirmed
ID-BK-0045808,2026-05-04,2026-05-25,ID-CUST-0233,ID-SUP-060,AIR,MANUAL,TH,IDR,29073935.66,1882693.0,1572166.28,Confirmed
ID-BK-0045809,2026-08-07,2026-08-14,ID-CUST-0113,ID-SUP-002,GROUND,MANUAL,SG,IDR,6055503.68,927746.5,737022.57,Confirmed
ID-BK-0045810,2026-08-06,2026-08-19,ID-CUST-0177,ID-SUP-006,AIR,MANUAL,GB,IDR,14596878.46,1687000.94,1130528.62,Confirmed
ID-BK-0045811,2026-01-08,2026-01-24,ID-CUST-0060,ID-SUP-002,HOTEL,MANUAL,JP,IDR,22550472.03,1860912.28,1584642.43,Confirmed
ID-BK-0045812,2024-09-05,2024-09-30,ID-CUST-0189,ID-SUP-027,HOTEL,ONLINE,AU,IDR,9714369.82,923518.78,725044.39,Confirmed
ID-BK-0045813,2025-12-26,2026-01-04,ID-CUST-0222,ID-SUP-064,AIR,ONLINE,ID,IDR,31175406.09,3263696.24,2415078.98,Confirmed
ID-BK-0045814,2026-06-22,2026-07-17,ID-CUST-0077,ID-SUP-065,GROUND,ONLINE,VN,IDR,5608933.66,769918.21,515084.49,Confirmed
ID-BK-0045815,2024-11-30,2024-12-09,ID-CUST-0130,ID-SUP-002,AIR,MANUAL,VN,IDR,15374025.19,0.0,0.0,Cancelled
ID-BK-0045816,2024-12-03,2024-12-21,ID-CUST-0108,ID-SUP-005,AIR,MANUAL,SG,IDR,7867176.9,583474.21,475216.56,Confirmed
ID-BK-0045817,2024-09-13,2024-09-24,ID-CUST-0056,ID-SUP-031,HOTEL,ONLINE,CN,IDR,11918251.26,1237678.42,873276.93,Confirmed
ID-BK-0045818,2026-01-27,2026-02-07,ID-CUST-0126,ID-SUP-027,AIR,ONLINE,VN,IDR,3995482.94,473341.26,413679.65,Confirmed
ID-BK-0045819,2025-04-26,2025-05-18,ID-CUST-0205,ID-SUP-049,GROUND,ONLINE,US,IDR,2010652.74,284451.76,177723.42,Confirmed
ID-BK-0045820,2025-10-27,2025-11-09,ID-CUST-0018,ID-SUP-014,OTHER,MANUAL,JP,IDR,25795790.76,1801637.85,1341549.62,Confirmed
ID-BK-0045821,2025-04-27,2025-05-23,ID-CUST-0183,ID-SUP-047,GROUND,MANUAL,US,IDR,8661791.43,594094.88,511028.41,Confirmed
ID-BK-0045822,2026-06-17,2026-07-16,ID-CUST-0179,ID-SUP-035,AIR,MANUAL,CN,IDR,7746836.61,770829.65,469950.19,Confirmed
ID-BK-0045823,2025-11-22,2025-11-25,ID-CUST-0255,ID-SUP-052,AIR,ONLINE,VN,IDR,7713305.33,719206.36,505520.31,Confirmed
ID-BK-0045824,2024-09-17,2024-10-03,ID-CUST-0136,ID-SUP-019,HOTEL,MANUAL,US,IDR,12526070.19,1291414.1,908138.73,Confirmed
ID-BK-0045825,2026-04-20,2026-04-28,ID-CUST-0071,ID-SUP-055,AIR,ONLINE,MY,IDR,71116910.33,5859056.28,3770197.43,Confirmed
ID-BK-0045826,2025-02-23,2025-03-09,ID-CUST-0234,ID-SUP-055,HOTEL,ONLINE,TH,IDR,3328944.83,317281.11,185550.53,Confirmed
ID-BK-0045827,2026-03-20,2026-03-22,ID-CUST-0194,ID-SUP-016,HOTEL,ONLINE,GB,IDR,9418213.77,914052.23,695089.87,Confirmed
ID-BK-0045828,2025-06-24,2025-07-01,ID-CUST-0222,ID-SUP-006,AIR,MANUAL,ID,IDR,9125918.23,641654.93,398998.46,Confirmed
ID-BK-0045829,2026-02-18,2026-03-10,ID-CUST-0046,ID-SUP-025,AIR,MANUAL,MY,IDR,5247561.45,568125.36,405575.86,Confirmed
ID-BK-0045830,2024-11-21,2024-12-01,ID-CUST-0098,ID-SUP-018,HOTEL,MANUAL,SG,IDR,13351988.53,1024332.73,729006.15,Confirmed
ID-BK-0045831,2025-11-11,2025-11-26,ID-CUST-0132,ID-SUP-047,AIR,ONLINE,VN,IDR,5425058.81,799153.05,658618.04,Confirmed
ID-BK-0045832,2025-03-15,2025-04-04,ID-CUST-0222,ID-SUP-053,HOTEL,ONLINE,ID,IDR,20351652.65,1694609.88,1154396.76,Confirmed
ID-BK-0045833,2024-12-09,2024-12-13,ID-CUST-0080,ID-SUP-005,HOTEL,ONLINE,US,IDR,15121288.24,1620818.65,1036245.16,Confirmed
ID-BK-0045834,2024-12-08,2025-01-01,ID-CUST-0054,ID-SUP-050,HOTEL,MANUAL,ID,IDR,6733048.37,729429.77,545675.77,Confirmed
ID-BK-0045835,2025-03-11,2025-04-18,ID-CUST-0056,ID-SUP-043,GROUND,MANUAL,ID,IDR,9981460.0,603298.86,493225.11,Confirmed
ID-BK-0045836,2025-05-08,2025-05-10,ID-CUST-0236,ID-SUP-002,AIR,ONLINE,VN,IDR,10641865.64,1173017.87,776355.34,Confirmed
ID-BK-0045837,2026-04-26,2026-05-15,ID-CUST-0255,ID-SUP-058,AIR,ONLINE,SG,IDR,5512149.82,732561.83,466073.85,Confirmed
ID-BK-0045838,2025-02-27,2025-03-29,ID-CUST-0083,ID-SUP-035,AIR,MANUAL,GB,IDR,47552536.46,5879395.92,4025355.62,Confirmed
ID-BK-0045839,2025-12-10,2026-01-04,ID-CUST-0246,ID-SUP-020,HOTEL,ONLINE,CN,IDR,5653039.35,0.0,0.0,Cancelled
ID-BK-0045840,2026-01-01,2026-01-16,ID-CUST-0136,ID-SUP-025,HOTEL,ONLINE,AU,IDR,17007366.23,1788713.56,1415102.86,Confirmed
ID-BK-0045841,2026-06-09,2026-06-23,ID-CUST-0130,ID-SUP-065,OTHER,MANUAL,AU,IDR,7037751.93,993880.11,579379.12,Confirmed
ID-BK-0045842,2026-07-14,2026-07-15,ID-CUST-0193,ID-SUP-006,OTHER,ONLINE,ID,IDR,5888338.48,492034.33,308249.36,Confirmed
ID-BK-0045843,2025-08-11,2025-09-24,ID-CUST-0241,ID-SUP-058,HOTEL,ONLINE,GB,IDR,11215836.59,1130944.43,640725.69,Confirmed
ID-BK-0045844,2025-09-21,2025-10-08,ID-CUST-0212,ID-SUP-050,HOTEL,ONLINE,VN,IDR,5207916.53,708656.73,516779.28,Confirmed
ID-BK-0045845,2024-12-27,2025-01-20,ID-CUST-0143,ID-SUP-028,HOTEL,ONLINE,JP,IDR,15130649.51,1640866.95,1380315.92,Confirmed
ID-BK-0045846,2025-07-31,2025-08-13,ID-CUST-0091,ID-SUP-004,AIR,ONLINE,TH,IDR,10572040.46,710926.19,507299.99,Confirmed
ID-BK-0045847,2025-06-02,2025-06-14,ID-CUST-0054,ID-SUP-024,AIR,ONLINE,TH,IDR,10212390.35,1613245.67,1350706.11,Confirmed
ID-BK-0045848,2024-12-31,2025-02-23,ID-CUST-0018,ID-SUP-017,HOTEL,ONLINE,GB,IDR,26712247.72,2820626.25,1741248.44,Confirmed
ID-BK-0045849,2025-04-12,2025-04-15,ID-CUST-0224,ID-SUP-015,HOTEL,MANUAL,GB,IDR,21284995.33,2707239.6,1976798.87,Confirmed
ID-BK-0045850,2025-06-02,2025-07-11,ID-CUST-0207,ID-SUP-061,GROUND,MANUAL,MY,IDR,33567572.33,4956745.67,3847164.5,Confirmed
ID-BK-0045851,2026-04-23,2026-05-06,ID-CUST-0170,ID-SUP-023,GROUND,MANUAL,US,IDR,11717572.56,-1302919.12,-838471.64,Refunded
ID-BK-0045852,2026-05-22,2026-06-13,ID-CUST-0231,ID-SUP-032,HOTEL,ONLINE,ID,IDR,11116944.46,1764087.7,1315027.04,Confirmed
ID-BK-0045853,2025-11-11,2025-11-14,ID-CUST-0151,ID-SUP-023,HOTEL,ONLINE,TH,IDR,18162582.25,2296663.85,1608535.0,Confirmed
ID-BK-0045854,2024-10-12,2024-10-25,ID-CUST-0095,ID-SUP-038,OTHER,ONLINE,VN,IDR,18901931.17,-1882189.37,-1596292.73,Refunded
ID-BK-0045855,2025-11-16,2025-12-19,ID-CUST-0219,ID-SUP-046,GROUND,ONLINE,VN,IDR,19109429.36,2762511.6,1861146.53,Confirmed
ID-BK-0045856,2026-07-15,2026-08-20,ID-CUST-0062,ID-SUP-010,AIR,ONLINE,VN,IDR,31160668.75,3267053.42,2199477.15,Confirmed
ID-BK-0045857,2024-12-13,2025-01-05,ID-CUST-0006,ID-SUP-012,AIR,ONLINE,ID,IDR,13657133.49,1577610.5,1091899.13,Confirmed
ID-BK-0045858,2026-06-10,2026-06-14,ID-CUST-0042,ID-SUP-041,HOTEL,MANUAL,CN,IDR,9093926.02,647457.15,538622.61,Confirmed
ID-BK-0045859,2026-08-22,2026-09-05,ID-CUST-0177,ID-SUP-037,AIR,MANUAL,ID,IDR,10124597.17,1012823.84,886648.55,Confirmed
ID-BK-0045860,2025-11-04,2025-11-07,ID-CUST-0073,ID-SUP-021,AIR,MANUAL,AU,IDR,3787032.25,450035.21,256406.13,Confirmed
ID-BK-0045861,2026-03-27,2026-04-05,ID-CUST-0111,ID-SUP-061,HOTEL,ONLINE,MY,IDR,7456197.06,637169.37,515848.92,Confirmed
ID-BK-0045862,2026-05-24,2026-06-30,ID-CUST-0239,ID-SUP-047,HOTEL,ONLINE,GB,IDR,31631596.0,1946519.71,1516599.07,Confirmed
ID-BK-0045863,2026-03-24,2026-04-05,ID-CUST-0210,ID-SUP-050,HOTEL,ONLINE,SG,IDR,18658948.42,0.0,0.0,Cancelled
ID-BK-0045864,2025-10-10,2025-11-17,ID-CUST-0135,ID-SUP-059,HOTEL,ONLINE,VN,IDR,29351497.5,2742538.52,1985225.06,Confirmed
ID-BK-0045865,2024-09-10,2024-10-08,ID-CUST-0082,ID-SUP-050,AIR,MANUAL,TH,IDR,2397774.71,251658.91,183236.09,Confirmed
ID-BK-0045866,2024-11-25,2024-12-19,ID-CUST-0100,ID-SUP-019,AIR,ONLINE,JP,IDR,35868965.08,2861525.35,2454013.46,Confirmed
ID-BK-0045867,2026-05-13,2026-07-29,ID-CUST-0213,ID-SUP-040,HOTEL,ONLINE,TH,IDR,9820849.14,719553.31,452203.8,Confirmed
ID-BK-0045868,2025-03-01,2025-03-12,ID-CUST-0214,ID-SUP-056,AIR,ONLINE,TH,IDR,9252885.79,794755.68,588307.23,Confirmed
ID-BK-0045869,2026-07-29,2026-08-09,ID-CUST-0149,ID-SUP-026,AIR,MANUAL,MY,IDR,8473797.69,1096559.51,628203.31,Confirmed
ID-BK-0045870,2025-07-27,2025-08-09,ID-CUST-0042,ID-SUP-005,GROUND,ONLINE,US,IDR,12949921.28,1815303.96,1576835.13,Confirmed
ID-BK-0045871,2025-06-09,2025-06-24,ID-CUST-0034,ID-SUP-028,HOTEL,MANUAL,ID,IDR,23955377.28,1466752.39,1018683.94,Confirmed
ID-BK-0045872,2024-11-19,2024-11-26,ID-CUST-0074,ID-SUP-039,HOTEL,MANUAL,CN,IDR,15980088.7,2028072.94,1205742.36,Confirmed
ID-BK-0045873,2025-02-03,2025-02-10,ID-CUST-0105,ID-SUP-054,AIR,ONLINE,US,IDR,9190009.55,1403803.85,780797.81,Confirmed
ID-BK-0045874,2026-05-13,2026-06-16,ID-CUST-0011,ID-SUP-040,HOTEL,ONLINE,US,IDR,6595218.62,675861.68,494764.08,Confirmed
ID-BK-0045875,2024-12-02,2024-12-10,ID-CUST-0196,ID-SUP-063,AIR,ONLINE,TH,IDR,25331273.16,0.0,0.0,Cancelled
ID-BK-0045876,2026-07-05,2026-08-01,ID-CUST-0106,ID-SUP-011,GROUND,MANUAL,SG,IDR,9254885.89,789836.38,503121.05,Confirmed
ID-BK-0045877,2025-11-25,2025-12-12,ID-CUST-0072,ID-SUP-035,AIR,ONLINE,CN,IDR,5017954.83,0.0,0.0,Cancelled
ID-BK-0045878,2025-11-03,2025-11-09,ID-CUST-0014,ID-SUP-060,AIR,MANUAL,GB,IDR,13253661.33,1287581.0,942103.09,Confirmed
ID-BK-0045879,2025-05-30,2025-05-30,ID-CUST-0176,ID-SUP-024,GROUND,MANUAL,AU,IDR,32170166.06,4347976.04,3359453.91,Confirmed
ID-BK-0045880,2025-10-08,2025-10-31,ID-CUST-0247,ID-SUP-057,HOTEL,MANUAL,JP,IDR,3190577.49,372420.57,259786.06,Confirmed
ID-BK-0045881,2025-02-04,2025-02-22,ID-CUST-0063,ID-SUP-063,GROUND,MANUAL,GB,IDR,23039712.98,3090269.81,2708825.95,Confirmed
ID-BK-0045882,2024-12-25,2025-01-08,ID-CUST-0098,ID-SUP-012,AIR,MANUAL,AU,IDR,2247322.46,239767.62,179783.94,Confirmed
ID-BK-0045883,2024-12-27,2025-01-11,ID-CUST-0043,ID-SUP-056,HOTEL,ONLINE,SG,IDR,9171509.56,698874.14,417797.27,Confirmed
ID-BK-0045884,2025-10-27,2025-11-05,ID-CUST-0004,ID-SUP-032,AIR,MANUAL,GB,IDR,5651210.29,761150.36,555411.45,Confirmed
ID-BK-0045885,2024-09-09,2024-09-21,ID-CUST-0043,ID-SUP-021,AIR,ONLINE,GB,IDR,52456841.98,8373549.07,5139097.68,Confirmed
ID-BK-0045886,2024-10-14,2024-11-12,ID-CUST-0018,ID-SUP-046,AIR,ONLINE,US,IDR,17971080.43,1127427.05,800994.13,Confirmed
ID-BK-0045887,2025-04-15,2025-04-25,ID-CUST-0217,ID-SUP-017,HOTEL,ONLINE,ID,IDR,14505012.19,1361873.85,1166518.67,Confirmed
ID-BK-0045888,2024-12-23,2025-01-28,ID-CUST-0108,ID-SUP-015,AIR,ONLINE,SG,IDR,146659449.25,13948065.92,10241813.37,Confirmed
ID-BK-0045889,2025-10-28,2025-11-03,ID-CUST-0122,ID-SUP-019,GROUND,MANUAL,US,IDR,13166387.08,2007503.52,1373328.65,Confirmed
ID-BK-0045890,2024-11-05,2024-11-18,ID-CUST-0184,ID-SUP-025,GROUND,MANUAL,SG,IDR,5915255.09,698923.69,611799.11,Confirmed
ID-BK-0045891,2024-11-08,2024-11-28,ID-CUST-0245,ID-SUP-038,GROUND,ONLINE,AU,IDR,2769511.72,327124.25,234137.89,Confirmed
ID-BK-0045892,2025-01-17,2025-01-26,ID-CUST-0121,ID-SUP-034,HOTEL,ONLINE,JP,IDR,24520222.48,0.0,0.0,Cancelled
ID-BK-0045893,2026-01-20,2026-02-07,ID-CUST-0029,ID-SUP-010,AIR,ONLINE,JP,IDR,4013999.29,354533.87,222871.28,Confirmed
ID-BK-0045894,2026-03-06,2026-03-22,ID-CUST-0195,ID-SUP-023,OTHER,MANUAL,TH,IDR,11117921.59,841978.13,526918.18,Confirmed
ID-BK-0045895,2026-06-29,2026-07-11,ID-CUST-0085,ID-SUP-028,AIR,ONLINE,US,IDR,2153590.78,274219.87,215037.94,Confirmed
ID-BK-0045896,2026-01-08,2026-01-24,ID-CUST-0161,ID-SUP-022,HOTEL,ONLINE,CN,IDR,5140480.43,799183.45,507580.05,Confirmed
ID-BK-0045897,2026-06-28,2026-07-04,ID-CUST-0130,ID-SUP-065,AIR,MANUAL,AU,IDR,29490949.81,0.0,0.0,Cancelled
ID-BK-0045898,2024-11-21,2024-11-28,ID-CUST-0251,ID-SUP-020,AIR,MANUAL,ID,IDR,8558583.52,783164.21,504662.37,Confirmed
ID-BK-0045899,2025-11-06,2025-11-12,ID-CUST-0128,ID-SUP-050,AIR,ONLINE,US,IDR,7670330.92,534520.83,456199.37,Confirmed
ID-BK-0045900,2025-03-15,2025-05-03,ID-CUST-0165,ID-SUP-030,AIR,MANUAL,VN,IDR,17460791.16,1378970.66,939331.02,Confirmed
ID-BK-0045901,2025-03-02,2025-03-16,ID-CUST-0251,ID-SUP-049,HOTEL,ONLINE,VN,IDR,11289170.75,-1543361.37,-928335.73,Refunded
ID-BK-0045902,2025-04-25,2025-05-12,ID-CUST-0133,ID-SUP-039,AIR,ONLINE,TH,IDR,5334355.88,541472.63,385519.45,Confirmed
ID-BK-0045903,2026-08-09,2026-09-22,ID-CUST-0182,ID-SUP-067,GROUND,ONLINE,SG,IDR,18468760.64,2132633.87,1551974.06,Confirmed
ID-BK-0045904,2025-04-03,2025-04-12,ID-CUST-0194,ID-SUP-070,GROUND,ONLINE,MY,IDR,30710751.0,4077104.6,2720869.62,Confirmed
ID-BK-0045905,2024-12-07,2024-12-21,ID-CUST-0010,ID-SUP-014,AIR,MANUAL,JP,IDR,12314169.44,820883.79,613439.94,Confirmed
