booking_id,booking_date,travel_date,customer_id,supplier_id,product_type,booking_channel,destination_country,currency,booking_value,revenue,cost,booking_status,agent_id
MY-B00062402,2025-01-25,2025-01-27,MY-C0059,MY-S0069,Air,Offline,SG,MYR,2513.25,-181.87,-144.24,Refunded,
MY-B00062403,2024-12-29,2025-01-11,MY-C0225,MY-S0059,Air,Offline,TH,MYR,3111.25,352.41,208.48,Confirmed,
MY-B00062404,2024-10-08,2024-10-19,MY-C0032,MY-S0034,Air,Online,ID,MYR,1763.04,178.41,99.07,Confirmed,
MY-B00062405,2025-06-28,2025-07-13,MY-C0125,MY-S0054,Hotel,Offline,TH,MYR,4692.54,409.61,309.79,Confirmed,
MY-B00062406,2026-05-30,2026-06-07,MY-C0102,MY-S0063,Hotel,Online,ID,MYR,3083.27,208.0,156.78,Confirmed,
MY-B00062407,2025-04-12,2025-05-12,MY-C0181,MY-S0073,Air,Offline,US,MYR,5304.62,788.05,530.24,Confirmed,
MY-B00062408,2025-02-22,2025-03-13,MY-C0083,MY-S0045,Air,Online,CN,MYR,2425.38,196.99,145.53,Confirmed,AG001
MY-B00062409,2026-04-13,2026-04-23,MY-C0215,MY-S0017,Ground,Online,US,MYR,535.07,54.49,39.6,Confirmed,AG005
MY-B00062410,2026-07-16,2026-08-02,MY-C0258,MY-S0021,Ground,Offline,CN,MYR,6387.69,858.09,494.66,Confirmed,AG004
MY-B00062411,2025-04-08,2025-04-13,MY-C0291,MY-S0026,Car,Offline,GB,MYR,4097.23,374.06,239.08,Confirmed,AG003
MY-B00062412,2024-10-05,2024-10-23,MY-C0132,MY-S0053,Air,Online,ID,MYR,1232.12,82.59,59.82,Confirmed,AG004
MY-B00062413,2026-03-10,2026-04-06,MY-C0107,MY-S0017,Ground,Online,CN,MYR,3683.38,581.63,352.93,Confirmed,AG002
MY-B00062414,2025-12-20,2025-12-29,MY-C0142,MY-S0033,Air,Online,TH,MYR,4686.52,637.5,499.43,Confirmed,AG002
MY-B00062415,2026-08-30,2026-09-05,MY-C0300,MY-S0011,Air,Online,MY,MYR,856.65,75.65,48.58,Confirmed,
MY-B00062416,2025-12-30,2026-01-22,MY-C0126,MY-S0071,Ground,Online,ID,MYR,1007.59,105.0,90.47,Confirmed,
MY-B00062417,2026-07-11,2026-08-05,MY-C0130,MY-S0001,Hotel,Offline,VN,MYR,989.53,93.25,58.94,Confirmed,
MY-B00062418,2024-12-23,2025-01-24,MY-C0061,MY-S0024,Hotel,Online,ID,MYR,7286.54,825.31,559.93,Confirmed,
MY-B00062419,2024-12-30,2025-01-09,MY-C0212,MY-S0001,Hotel,Online,CN,MYR,4818.64,719.22,546.7,Confirmed,AG004
MY-B00062420,2025-12-30,2026-01-04,MY-C0122,MY-S0026,Air,Online,AU,MYR,1321.25,168.87,144.79,Confirmed,AG005
MY-B00062421,2026-02-28,2026-03-05,MY-C0038,MY-S0047,Hotel,Online,MY,MYR,700.09,79.58,59.45,Confirmed,
MY-B00062422,2025-06-10,2025-08-05,MY-C0111,MY-S0055,Hotel,Online,AU,MYR,860.95,66.53,39.45,Confirmed,
MY-B00062423,2025-07-12,2025-07-27,MY-C0287,MY-S0029,Air,Online,ID,MYR,9227.05,1455.14,1208.6,Confirmed,AG004
MY-B00062424,2025-06-06,2025-06-11,MY-C0287,MY-S0054,Hotel,Online,CN,MYR,1060.48,104.51,87.79,Confirmed,AG004
MY-B00062425,2024-10-05,2024-10-30,MY-C0138,MY-S0060,Air,Offline,JP,MYR,2009.19,243.22,164.71,Confirmed,AG005
MY-B00062426,2026-06-03,2026-07-01,MY-C0170,MY-S0022,Air,Offline,MY,MYR,1622.3,121.72,80.34,Confirmed,
MY-B00062427,2026-06-25,2026-07-06,MY-C0206,MY-S0039,Air,Online,VN,MYR,437.0,46.25,33.48,Confirmed,AG004
MY-B00062428,2026-07-28,2026-07-31,MY-C0127,MY-S0076,Hotel,Online,TH,MYR,944.59,57.6,32.27,Confirmed,AG002
MY-B00062429,2025-09-04,2025-09-13,MY-C0235,MY-S0077,Hotel,Online,MY,MYR,1098.15,73.25,44.13,Confirmed,AG002
MY-B00062430,2025-01-03,2025-02-04,MY-C0312,MY-S0060,Air,Online,US,MYR,1292.14,124.12,96.31,Confirmed,AG004
MY-B00062431,2025-06-22,2025-07-05,MY-C0192,MY-S0055,Hotel,Offline,TH,MYR,1798.09,193.83,121.85,Confirmed,
MY-B00062432,2026-01-13,2026-01-30,MY-C0228,MY-S0057,Hotel,Online,ID,MYR,759.59,87.71,63.65,Confirmed,AG001
MY-B00062433,2025-01-05,2025-01-24,MY-C0236,MY-S0050,Other,Offline,AU,MYR,1040.54,-122.2,-89.87,Refunded,
MY-B00062434,2024-12-22,2025-01-06,MY-C0006,MY-S0011,Air,Online,MY,MYR,2263.77,361.42,311.8,Confirmed,AG001
MY-B00062435,2026-08-26,2026-09-10,MY-C0269,MY-S0050,Other,Online,JP,MYR,2945.79,429.23,346.73,Confirmed,
MY-B00062436,2024-09-26,2024-10-09,MY-C0170,MY-S0014,Ground,Offline,ID,MYR,1790.35,129.57,96.52,Confirmed,
MY-B00062437,2025-11-11,2025-11-21,MY-C0162,MY-S0061,Air,Online,GB,MYR,781.66,87.8,64.03,Confirmed,
MY-B00062438,2024-12-19,2025-01-01,MY-C0046,MY-S0001,Hotel,Offline,MY,MYR,1315.99,159.98,126.76,Confirmed,AG002
MY-B00062439,2024-09-16,2024-09-24,MY-C0231,MY-S0061,Air,Online,MY,MYR,631.35,63.36,48.54,Confirmed,AG004
MY-B00062440,2025-12-08,2025-12-16,MY-C0257,MY-S0035,Ground,Online,SG,MYR,2127.16,299.75,212.84,Confirmed,
MY-B00062441,2025-01-13,2025-02-04,MY-C0234,MY-S0039,Air,Online,VN,MYR,1948.26,137.52,100.13,Confirmed,
MY-B00062442,2026-02-13,2026-02-21,MY-C0206,MY-S0030,Hotel,Online,US,MYR,673.01,53.37,46.93,Confirmed,
MY-B00062443,2026-04-25,2026-05-15,MY-C0109,MY-S0077,Hotel,Offline,VN,MYR,43982.14,2819.2,1905.49,Confirmed,AG002
MY-B00062444,2025-09-06,2025-09-27,MY-C0018,MY-S0039,Air,Online,ID,MYR,1948.02,215.1,138.12,Confirmed,
MY-B00062445,2024-12-31,2025-01-10,MY-C0149,MY-S0013,Air,Offline,GB,MYR,571.57,43.59,38.23,Confirmed,AG004
MY-B00062446,2026-07-27,2026-08-19,MY-C0107,MY-S0061,Air,Online,SG,MYR,7253.01,743.95,442.09,Confirmed,AG001
MY-B00062447,2025-05-30,2025-06-08,MY-C0233,MY-S0079,Ground,Offline,ID,MYR,623.59,51.31,42.64,Confirmed,
MY-B00062448,2026-03-12,2026-04-07,MY-C0109,MY-S0033,Air,Online,AU,MYR,4407.42,349.23,199.36,Confirmed,
MY-B00062449,2025-01-19,2025-02-07,MY-C0097,MY-S0025,Ground,Online,GB,MYR,1245.38,95.94,82.26,Confirmed,
MY-B00062450,2024-12-27,2025-01-03,MY-C0043,MY-S0057,Hotel,Online,ID,MYR,847.01,62.48,39.65,Confirmed,
MY-B00062451,2026-01-06,2026-01-23,MY-C0146,MY-S0079,Ground,Offline,TH,MYR,706.44,80.87,63.52,Confirmed,AG005
MY-B00062452,2025-01-30,2025-02-23,MY-C0142,MY-S0030,Hotel,Offline,ID,MYR,737.27,62.04,40.35,Confirmed,
MY-B00062453,2025-09-24,2025-10-05,MY-C0302,MY-S0015,Ground,Online,JP,MYR,2699.95,402.41,352.45,Confirmed,AG001
MY-B00062454,2025-11-10,2025-11-30,MY-C0116,MY-S0020,Hotel,Online,VN,MYR,6669.57,606.22,468.5,Confirmed,AG002
MY-B00062455,2024-11-29,2024-12-19,MY-C0111,MY-S0047,Hotel,Online,JP,MYR,2791.14,370.55,218.06,Confirmed,
MY-B00062456,2025-05-02,2025-05-20,MY-C0307,MY-S0060,Air,Offline,US,MYR,3356.68,0.0,0.0,Cancelled,AG003
MY-B00062457,2025-01-20,2025-02-02,MY-C0251,MY-S0039,Air,Offline,SG,MYR,2985.31,251.08,176.51,Confirmed,AG001
MY-B00062458,2024-09-01,2024-09-05,MY-C0119,MY-S0013,Air,Online,TH,MYR,1677.09,165.05,109.9,Confirmed,AG003
MY-B00062459,2026-07-25,2026-08-01,MY-C0113,MY-S0061,Air,Online,SG,MYR,795.99,105.98,73.55,Confirmed,
MY-B00062460,2024-09-18,2024-10-02,MY-C0273,MY-S0005,Air,Offline,ID,MYR,1358.54,207.22,171.15,Confirmed,AG004
MY-B00062461,2026-04-29,2026-05-03,MY-C0173,MY-S0016,Ground,Online,ID,MYR,5452.75,-342.51,-268.54,Refunded,AG005
MY-B00062462,2025-06-25,2025-07-13,MY-C0018,MY-S0002,Air,Online,SG,MYR,6046.39,639.98,495.79,Confirmed,AG005
MY-B00062463,2025-03-22,2025-05-01,MY-C0088,MY-S0011,Air,Offline,AU,MYR,5833.6,746.91,484.21,Confirmed,AG002
MY-B00062464,2025-09-18,2025-10-06,MY-C0247,MY-S0042,Air,Offline,CN,MYR,7096.36,979.66,837.48,Confirmed,AG001
MY-B00062465,2026-07-01,2026-08-10,MY-C0192,MY-S0053,Air,Offline,US,MYR,5918.01,714.95,591.1,Confirmed,
MY-B00062466,2025-12-21,2025-12-31,MY-C0015,MY-S0042,Air,Online,VN,MYR,2660.29,-413.2,-237.09,Refunded,AG002
MY-B00062467,2024-10-29,2024-11-28,MY-C0195,MY-S0037,Other,Online,AU,MYR,2132.25,222.13,161.79,Confirmed,
MY-B00062468,2026-03-12,2026-03-30,MY-C0099,MY-S0052,Hotel,Online,VN,MYR,209.74,18.17,14.92,Confirmed,
MY-B00062469,2026-03-12,2026-04-04,MY-C0026,MY-S0039,Air,Offline,SG,MYR,3850.68,231.93,128.37,Confirmed,AG003
MY-B00062470,2026-08-09,2026-08-14,MY-C0173,MY-S0042,Air,Online,JP,MYR,1226.27,151.05,95.45,Confirmed,
MY-B00062471,2025-01-26,2025-02-25,MY-C0118,MY-S0069,Air,Offline,SG,MYR,819.65,53.43,42.4,Confirmed,AG001
MY-B00062472,2026-05-06,2026-06-09,MY-C0052,MY-S0057,Hotel,Offline,MY,MYR,1824.06,177.72,113.95,Confirmed,AG004
MY-B00062473,2025-05-29,2025-07-05,MY-C0051,MY-S0079,Ground,Online,VN,MYR,2436.64,242.15,195.14,Confirmed,AG001
MY-B00062474,2025-05-18,2025-05-28,MY-C0072,MY-S0012,Air,Online,JP,MYR,2772.26,336.21,195.06,Confirmed,AG001
MY-B00062475,2025-12-07,2026-01-04,MY-C0283,MY-S0064,Other,Online,GB,MYR,1115.81,110.71,69.68,Confirmed,
MY-B00062476,2025-09-26,2025-10-10,MY-C0250,MY-S0019,Hotel,Offline,SG,MYR,2415.81,150.88,119.26,Confirmed,AG005
MY-B00062477,2025-02-15,2025-03-20,MY-C0057,MY-S0007,Air,Online,MY,MYR,1913.04,233.19,180.56,Confirmed,AG001
MY-B00062478,2025-02-05,2025-03-04,MY-C0263,MY-S0003,Hotel,Online,SG,MYR,3430.21,269.26,154.71,Confirmed,
MY-B00062479,2025-12-19,2026-01-03,MY-C0317,MY-S0018,Ground,Offline,JP,MYR,2424.96,319.33,185.52,Confirmed,AG001
MY-B00062480,2026-08-09,2026-08-21,MY-C0286,MY-S0027,Air,Online,JP,MYR,1066.32,74.4,46.88,Confirmed,
MY-B00062481,2025-02-15,2025-04-20,MY-C0016,MY-S0045,Air,Offline,ID,MYR,8588.6,739.29,534.86,Confirmed,
MY-B00062482,2025-09-26,2025-10-17,MY-C0255,MY-S0046,Ground,Online,ID,MYR,1062.81,0.0,0.0,Cancelled,
MY-B00062483,2025-04-12,2025-05-12,MY-C0169,MY-S0077,Hotel,Online,AU,MYR,5199.99,805.15,589.75,Confirmed,AG002
MY-B00062484,2025-03-02,2025-03-23,MY-C0074,MY-S0060,Air,Online,TH,MYR,1502.48,111.96,69.74,Confirmed,
MY-B00062485,2026-04-04,2026-04-15,MY-C0079,MY-S0051,Other,Offline,CN,MYR,2486.7,258.76,146.72,Confirmed,
MY-B00062486,2026-02-11,2026-02-28,MY-C0194,MY-S0053,Air,Offline,TH,MYR,914.21,87.39,67.35,Confirmed,
MY-B00062487,2025-08-16,2025-09-05,MY-C0125,MY-S0026,Air,Offline,CN,MYR,2334.29,290.43,181.05,Confirmed,AG005
MY-B00062488,2025-08-23,2025-09-18,MY-C0006,MY-S0042,Air,Offline,GB,MYR,3642.57,536.74,335.02,Confirmed,
MY-B00062489,2025-07-08,2025-08-05,MY-C0307,MY-S0048,Hotel,Offline,AU,MYR,4637.39,678.98,430.87,Confirmed,AG003
MY-B00062490,2026-08-29,2026-09-08,MY-C0245,MY-S0005,Air,Offline,JP,MYR,1656.76,0.0,0.0,Cancelled,AG004
MY-B00062491,2026-07-23,2026-07-26,MY-C0001,MY-S0034,Air,Online,VN,MYR,1229.52,85.06,74.81,Confirmed,AG005
MY-B00062492,2024-10-25,2024-11-06,MY-C0175,MY-S0030,Hotel,Offline,TH,MYR,6224.5,968.41,755.05,Confirmed,
MY-B00062493,2026-04-19,2026-05-07,MY-C0081,MY-S0059,Air,Offline,JP,MYR,6184.45,911.89,603.51,Confirmed,
MY-B00062494,2025-05-03,2025-05-12,MY-C0099,MY-S0036,Ground,Online,VN,MYR,3226.72,265.33,159.68,Confirmed,AG004
MY-B00062495,2025-12-21,2026-01-28,MY-C0286,MY-S0058,Hotel,Online,SG,MYR,4225.65,437.95,381.72,Confirmed,
MY-B00062496,2026-07-20,2026-08-25,MY-C0017,MY-S0048,Hotel,Online,JP,MYR,511.82,60.57,34.31,Confirmed,
MY-B00062497,2025-07-05,2025-07-21,MY-C0067,MY-S0022,Air,Offline,MY,MYR,1754.73,279.67,240.33,Confirmed,
MY-B00062498,2025-08-03,2025-08-23,MY-C0191,MY-S0040,Hotel,Online,TH,MYR,1425.27,198.01,116.62,Confirmed,AG004
MY-B00062499,2025-12-02,2025-12-07,MY-C0176,MY-S0011,Air,Online,JP,MYR,4801.1,288.63,228.73,Confirmed,
MY-B00062500,2025-04-16,2025-05-10,MY-C0169,MY-S0007,Air,Online,MY,MYR,6093.68,868.41,750.43,Confirmed,AG001
MY-B00062501,2025-03-12,2025-04-14,MY-C0224,MY-S0053,Air,Online,GB,MYR,4248.59,516.68,306.85,Confirmed,AG005
MY-B00062502,2025-11-16,2025-12-12,MY-C0239,MY-S0057,Hotel,Offline,MY,MYR,2560.77,299.16,200.12,Confirmed,AG003
MY-B00062503,2025-01-30,2025-02-27,MY-C0310,MY-S0058,Hotel,Offline,GB,MYR,3228.75,448.48,370.35,Confirmed,
MY-B00062504,2025-12-30,2026-01-17,MY-C0104,MY-S0013,Air,Offline,TH,MYR,1655.45,253.88,179.29,Confirmed,AG003
MY-B00062505,2025-03-02,2025-03-29,MY-C0317,MY-S0026,Air,Offline,MY,MYR,3418.44,312.21,219.56,Confirmed,AG003
MY-B00062506,2024-11-07,2024-11-20,MY-C0071,MY-S0004,Other,Online,ID,MYR,312.66,46.23,40.14,Confirmed,AG003
MY-B00062507,2024-11-13,2024-12-07,MY-C0076,MY-S0045,Air,Online,ID,MYR,4563.4,529.64,305.99,Confirmed,AG001
MY-B00062508,2025-03-09,2025-03-30,MY-C0048,MY-S0003,Hotel,Online,TH,MYR,867.34,137.95,111.4,Confirmed,AG001
MY-B00062509,2024-11-14,2024-12-17,MY-C0231,MY-S0060,Air,Online,TH,MYR,1708.35,115.86,89.98,Confirmed,
MY-B00062510,2025-04-14,2025-04-29,MY-C0040,MY-S0059,Air,Online,CN,MYR,2034.84,241.74,209.23,Confirmed,AG001
MY-B00062511,2025-07-03,2025-07-05,MY-C0192,MY-S0045,Air,Offline,MY,MYR,4622.35,404.01,301.23,Confirmed,
MY-B00062512,2025-02-27,2025-03-24,MY-C0296,MY-S0055,Hotel,Offline,AU,MYR,490.44,63.19,37.06,Confirmed,AG004
MY-B00062513,2025-09-25,2025-10-17,MY-C0167,MY-S0026,Air,Offline,ID,MYR,1263.02,168.36,93.96,Confirmed,AG001
MY-B00062514,2025-06-07,2025-06-11,MY-C0240,MY-S0026,Air,Offline,ID,MYR,1775.46,159.95,117.39,Confirmed,AG001
MY-B00062515,2024-10-29,2024-11-11,MY-C0288,MY-S0053,Air,Online,SG,MYR,935.55,83.62,51.89,Confirmed,
MY-B00062516,2025-05-03,2025-05-25,MY-C0127,MY-S0022,Air,Online,ID,MYR,2284.12,143.2,104.46,Confirmed,
MY-B00062517,2024-09-09,2024-09-18,MY-C0198,MY-S0009,Hotel,Online,SG,MYR,750.29,45.95,29.76,Confirmed,AG004
MY-B00062518,2026-02-16,2026-02-26,MY-C0152,MY-S0025,Ground,Online,SG,MYR,2047.28,241.19,185.71,Confirmed,AG004
MY-B00062519,2025-07-21,2025-08-06,MY-C0151,MY-S0045,Air,Online,MY,MYR,3146.24,231.08,143.44,Confirmed,AG002
MY-B00062520,2025-11-12,2025-11-27,MY-C0229,MY-S0063,Hotel,Offline,US,MYR,777.18,72.41,42.45,Confirmed,AG004
MY-B00062521,2024-12-13,2024-12-24,MY-C0308,MY-S0032,Hotel,Offline,MY,MYR,1027.78,-119.25,-87.52,Refunded,AG005
MY-B00062522,2025-07-11,2025-07-30,MY-C0067,MY-S0060,Air,Online,GB,MYR,2199.55,195.67,165.09,Confirmed,
MY-B00062523,2026-04-14,2026-05-15,MY-C0005,MY-S0012,Air,Online,SG,MYR,7144.53,808.54,479.26,Confirmed,
MY-B00062524,2025-01-25,2025-02-22,MY-C0171,MY-S0009,Hotel,Offline,MY,MYR,1476.69,183.5,103.92,Confirmed,
MY-B00062525,2026-08-20,2026-09-07,MY-C0271,MY-S0002,Air,Offline,AU,MYR,331.28,40.98,28.58,Confirmed,AG003
MY-B00062526,2025-07-05,2025-07-15,MY-C0268,MY-S0032,Hotel,Online,MY,MYR,2974.79,352.64,303.54,Confirmed,AG003
MY-B00062527,2024-12-09,2024-12-17,MY-C0033,MY-S0019,Hotel,Offline,ID,MYR,2808.23,447.25,341.84,Confirmed,
MY-B00062528,2025-01-10,2025-01-28,MY-C0211,MY-S0013,Air,Offline,MY,MYR,5881.26,454.36,260.27,Confirmed,AG003
MY-B00062529,2025-08-04,2025-08-18,MY-C0150,MY-S0036,Ground,Online,JP,MYR,9358.16,1187.33,812.81,Confirmed,AG004
MY-B00062530,2026-07-28,2026-08-03,MY-C0312,MY-S0061,Air,Online,SG,MYR,4567.23,655.62,417.0,Confirmed,AG003
MY-B00062531,2025-08-11,2025-09-03,MY-C0312,MY-S0011,Air,Online,MY,MYR,2399.57,298.3,175.13,Confirmed,
MY-B00062532,2025-01-05,2025-01-21,MY-C0243,MY-S0080,Hotel,Online,TH,MYR,1083.06,141.72,90.15,Confirmed,AG005
MY-B00062533,2025-06-11,2025-06-23,MY-C0140,MY-S0020,Hotel,Online,SG,MYR,3103.52,266.83,184.22,Confirmed,AG001
MY-B00062534,2026-05-20,2026-06-22,MY-C0049,MY-S0010,Ground,Online,US,MYR,2800.2,340.75,282.78,Confirmed,AG004
MY-B00062535,2026-08-20,2026-09-04,MY-C0258,MY-S0076,Hotel,Online,SG,MYR,1362.04,108.16,75.64,Confirmed,AG004
MY-B00062536,2025-11-24,2025-12-06,MY-C0201,MY-S0065,Hotel,Offline,CN,MYR,923.42,120.77,91.66,Confirmed,
MY-B00062537,2026-05-26,2026-06-08,MY-C0115,MY-S0045,Air,Offline,AU,MYR,1165.43,155.33,123.13,Confirmed,AG003
MY-B00062538,2026-04-15,2026-04-28,MY-C0138,MY-S0073,Air,Online,AU,MYR,6642.33,398.72,222.24,Confirmed,AG005
MY-B00062539,2025-07-07,2025-07-20,MY-C0002,MY-S0005,Air,Online,TH,MYR,2996.1,412.45,346.43,Confirmed,AG001
MY-B00062540,2026-06-11,2026-07-14,MY-C0065,MY-S0070,Hotel,Offline,SG,MYR,632.59,95.43,81.2,Confirmed,AG004
MY-B00062541,2024-10-25,2024-11-05,MY-C0191,MY-S0045,Air,Offline,ID,MYR,1078.1,157.67,121.16,Confirmed,AG002
MY-B00062542,2026-04-10,2026-05-17,MY-C0255,MY-S0011,Air,Online,GB,MYR,1629.16,126.7,106.74,Confirmed,
MY-B00062543,2025-10-30,2025-11-30,MY-C0220,MY-S0057,Hotel,Offline,CN,MYR,1538.66,200.47,143.07,Confirmed,
MY-B00062544,2025-11-05,2025-11-27,MY-C0188,MY-S0045,Air,Offline,VN,MYR,2928.0,258.84,166.26,Confirmed,
MY-B00062545,2026-07-15,2026-08-19,MY-C0309,MY-S0034,Air,Online,MY,MYR,1339.41,85.94,58.5,Confirmed,AG002
MY-B00062546,2025-03-14,2025-03-26,MY-C0179,MY-S0058,Hotel,Online,VN,MYR,890.24,88.95,53.12,Confirmed,AG002
MY-B00062547,2025-01-23,2025-02-16,MY-C0088,MY-S0077,Hotel,Offline,VN,MYR,3134.16,312.67,179.31,Confirmed,
MY-B00062548,2025-12-26,2026-02-02,MY-C0205,MY-S0002,Air,Offline,JP,MYR,7098.19,1058.59,660.03,Confirmed,AG005
MY-B00062549,2026-02-24,2026-03-19,MY-C0099,MY-S0006,Air,Online,TH,MYR,4607.23,679.63,460.9,Confirmed,AG001
MY-B00062550,2024-09-04,2024-09-04,MY-C0069,MY-S0034,Air,Online,US,MYR,2075.83,233.26,168.71,Confirmed,
MY-B00062551,2025-08-31,2025-09-28,MY-C0120,MY-S0060,Air,Offline,CN,MYR,559.1,74.59,49.16,Confirmed,AG004
MY-B00062552,2025-06-03,2025-07-31,MY-C0284,MY-S0044,Other,Offline,JP,MYR,892.81,-78.98,-48.91,Refunded,AG004
MY-B00062553,2026-04-22,2026-05-05,MY-C0251,MY-S0029,Air,Online,AU,MYR,897.82,65.32,53.33,Confirmed,AG001
MY-B00062554,2026-05-20,2026-06-12,MY-C0213,MY-S0034,Air,Online,TH,MYR,3889.97,513.2,331.82,Confirmed,AG005
MY-B00062555,2024-12-11,2024-12-25,MY-C0070,MY-S0030,Hotel,Offline,VN,MYR,4566.02,629.63,438.19,Confirmed,
MY-B00062556,2025-10-29,2025-11-25,MY-C0088,MY-S0017,Ground,Offline,US,MYR,6788.64,528.39,311.08,Confirmed,AG005
MY-B00062557,2026-02-10,2026-03-04,MY-C0063,MY-S0006,Air,Online,US,MYR,1875.86,232.99,150.63,Confirmed,AG001
MY-B00062558,2025-03-10,2025-03-11,MY-C0276,MY-S0033,Air,Offline,CN,MYR,1541.51,101.51,78.46,Confirmed,
MY-B00062559,2026-07-14,2026-07-21,MY-C0291,MY-S0062,Air,Online,JP,MYR,2464.06,226.35,133.87,Confirmed,
MY-B00062560,2026-06-14,2026-07-03,MY-C0150,MY-S0072,Other,Online,US,MYR,1231.63,111.95,84.8,Confirmed,
MY-B00062561,2025-01-04,2025-01-23,MY-C0011,MY-S0026,Air,Offline,TH,MYR,1257.69,153.01,103.08,Confirmed,
MY-B00062562,2024-09-12,2024-09-21,MY-C0248,MY-S0053,Air,Online,AU,MYR,1109.11,0.0,0.0,Cancelled,
MY-B00062563,2025-10-27,2025-11-27,MY-C0167,MY-S0073,Air,Online,SG,MYR,2704.52,383.64,270.81,Confirmed,AG004
MY-B00062564,2026-06-07,2026-06-17,MY-C0079,MY-S0009,Hotel,Online,MY,MYR,3202.62,349.11,223.28,Confirmed,
MY-B00062565,2026-01-12,2026-02-22,MY-C0237,MY-S0053,Air,Offline,CN,MYR,2880.43,0.0,0.0,Cancelled,AG001
MY-B00062566,2026-03-09,2026-04-29,MY-C0284,MY-S0003,Hotel,Online,AU,MYR,1874.61,210.13,143.72,Confirmed,
MY-B00062567,2026-02-08,2026-03-14,MY-C0252,MY-S0076,Hotel,Online,VN,MYR,4993.78,528.14,396.95,Confirmed,AG001
MY-B00062568,2024-12-16,2024-12-29,MY-C0236,MY-S0022,Air,Offline,GB,MYR,9615.68,1066.24,801.82,Confirmed,AG003
MY-B00062569,2024-10-20,2024-11-16,MY-C0270,MY-S0046,Ground,Online,MY,MYR,1151.58,74.8,60.54,Confirmed,AG004
MY-B00062570,2024-10-16,2024-11-01,MY-C0007,MY-S0043,Hotel,Offline,AU,MYR,789.72,118.88,100.51,Confirmed,
MY-B00062571,2026-08-20,2026-09-13,MY-C0136,MY-S0033,Air,Online,AU,MYR,874.42,76.48,48.95,Confirmed,AG005
MY-B00062572,2026-07-27,2026-08-01,MY-C0201,MY-S0061,Air,Offline,AU,MYR,639.22,49.18,41.11,Confirmed,AG005
MY-B00062573,2026-05-02,2026-05-10,MY-C0062,MY-S0005,Air,Online,SG,MYR,1969.08,195.34,157.64,Confirmed,AG002
MY-B00062574,2024-10-19,2024-10-20,MY-C0244,MY-S0078,Ground,Offline,AU,MYR,4258.03,283.31,220.45,Confirmed,AG004
MY-B00062575,2026-06-11,2026-07-18,MY-C0224,MY-S0063,Hotel,Online,TH,MYR,2346.85,229.12,147.73,Confirmed,AG005
MY-B00062576,2026-08-12,2026-09-03,MY-C0221,MY-S0031,Ground,Online,SG,MYR,1826.86,144.22,108.62,Confirmed,
MY-B00062577,2026-03-27,2026-04-02,MY-C0030,MY-S0058,Hotel,Online,US,MYR,8137.27,910.31,665.12,Confirmed,
MY-B00062578,2025-07-05,2025-08-20,MY-C0236,MY-S0027,Air,Online,AU,MYR,878.36,61.71,52.51,Confirmed,
MY-B00062579,2024-11-07,2024-12-14,MY-C0167,MY-S0075,Hotel,Online,SG,MYR,6227.53,803.51,634.54,Confirmed,AG001
MY-B00062580,2025-05-17,2025-06-13,MY-C0275,MY-S0069,Air,Online,TH,MYR,1253.41,192.75,108.45,Confirmed,AG002
MY-B00062581,2025-01-27,2025-02-05,MY-C0035,MY-S0037,Other,Offline,SG,MYR,1877.51,235.76,196.87,Confirmed,AG003
MY-B00062582,2025-12-19,2026-01-13,MY-C0318,MY-S0060,Air,Offline,SG,MYR,2179.82,227.8,137.38,Confirmed,
MY-B00062583,2026-06-07,2026-06-11,MY-C0098,MY-S0023,Hotel,Offline,TH,MYR,4241.73,557.86,308.28,Confirmed,AG003
MY-B00062584,2025-08-29,2025-09-01,MY-C0201,MY-S0062,Air,Online,MY,MYR,1591.28,201.44,157.1,Confirmed,AG001
MY-B00062585,2024-10-06,2024-11-21,MY-C0182,MY-S0036,Ground,Offline,GB,MYR,1315.49,102.96,89.24,Confirmed,
MY-B00062586,2025-06-12,2025-06-29,MY-C0293,MY-S0059,Air,Online,SG,MYR,1612.75,176.34,130.53,Confirmed,
MY-B00062587,2026-04-07,2026-04-22,MY-C0028,MY-S0061,Air,Online,US,MYR,966.55,97.49,79.12,Confirmed,
MY-B00062588,2025-12-12,2025-12-22,MY-C0310,MY-S0060,Air,Online,JP,MYR,3550.65,461.23,335.04,Confirmed,AG001
MY-B00062589,2024-09-30,2024-10-16,MY-C0270,MY-S0059,Air,Offline,SG,MYR,2058.3,0.0,0.0,Cancelled,AG001
MY-B00062590,2025-05-14,2025-06-19,MY-C0148,MY-S0013,Air,Online,JP,MYR,1777.68,279.86,205.86,Confirmed,AG004
MY-B00062591,2025-05-15,2025-06-10,MY-C0259,MY-S0012,Air,Online,TH,MYR,1482.06,127.89,84.26,Confirmed,
MY-B00062592,2024-09-26,2024-10-12,MY-C0200,MY-S0073,Air,Offline,JP,MYR,4845.96,655.67,561.76,Confirmed,
MY-B00062593,2025-05-14,2025-05-29,MY-C0009,MY-S0053,Air,Online,SG,MYR,1339.44,125.45,78.79,Confirmed,AG005
MY-B00062594,2026-04-25,2026-05-16,MY-C0046,MY-S0074,Hotel,Online,MY,MYR,5447.74,385.91,336.49,Confirmed,
MY-B00062595,2024-12-04,2024-12-10,MY-C0047,MY-S0007,Air,Online,ID,MYR,1677.41,221.51,159.73,Confirmed,AG002
